,pl_name,hostname,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,has_two_min
31376,TOI-2445 b,TOI-2445,TIC 439867639,Gaia DR2 2498140931418172416,1,1,0,Published Confirmed,0,0.3711281,5e-07,-5e-07,0.0,0.0064,0.0001,-0.0001,0.0,1.25,0.08,-0.08,0.0,0.11199999999999999,0.006999999999999999,-0.006999999999999999,0.0,,,,,,,,,,,,,1060.0,54.0,-54.0,0.0,0.27,0.01,-0.01,0.0,0.25,0.01,-0.01,0.0,4.97,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m15.88s,43.3161555,+00d03m08.41s,0.0523366,48.582,0.2487,-0.2462,13.1292,0.0075607,-0.0075607,False
31377,TOI-251 b,TOI-251,TIC 224225541,Gaia DR2 6539037542941988736,1,1,0,Published Confirmed,0,4.93777,2.8e-05,-2.9e-05,0.0,0.05741,0.00022999999999999998,-0.00016999999999999999,0.0,2.74,0.18,-0.18,0.0,0.244,0.016,-0.016,0.0,317.83,,,1.0,1.0,,,1.0,0.0,,,0.0,,,,,0.88,0.04,-0.05,0.0,1.04,0.01,-0.01,0.0,4.56,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m14.90s,353.06206549999996,-37d15m21.11s,-37.2558629,99.523,0.4374,-0.4336,9.3258,0.0061,-0.0061,False
31380,TOI-257 b,TOI-257,TIC 200723869,Gaia DR2 4747624104168195072,1,1,0,TESS Project Candidate,0,18.385185,0.001613,-0.001613,0.0,,,,,6.706,0.32,-0.32,0.0,,,,,,,,,,,,,,,,,972.0,,,,1.77,0.07,-0.07,0.0,,,,,4.05,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h10m04.14s,47.517260799999995,-50d49m56.15s,-50.83226320000001,76.9028,0.1953,-0.1943,7.0286,0.006,-0.006,False
31382,TOI-2669 b,TOI-2669,TIC 348835438,Gaia DR2 5735664051960550144,1,1,0,Published Confirmed,0,6.2034,0.0001,-0.0001,0.0,,,,,19.727999999999998,1.7930000000000001,-1.7930000000000001,0.0,1.76,0.16,-0.16,0.0,193.87533,60.3874,-60.3874,0.0,0.61,0.19,-0.19,0.0,0.09,0.05,-0.05,0.0,,,,,4.1,0.04,-0.04,0.0,1.19,0.16,-0.16,0.0,3.29,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m53.43s,134.7226445,-13d18m45.29s,-13.312579199999998,393.443,6.457,-6.256,9.9917,0.0072,-0.0072,False
31383,TOI-269 b,TOI-269,TIC 220479565,Gaia DR2 4770828304936109056,1,1,0,Published Confirmed,0,3.6977104,3.7e-06,-3.7e-06,0.0,0.0345,0.0015,-0.0015,0.0,2.77,0.12,-0.12,0.0,0.247,0.011000000000000001,-0.011000000000000001,0.0,8.8,1.4,-1.4,0.0,0.02769,0.0044,-0.0044,0.0,0.425,0.082,-0.086,0.0,531.0,25.0,-25.0,0.0,0.4,0.01,-0.01,0.0,0.39,0.01,-0.01,0.0,4.83,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.0225,0.0757,-0.0756,12.2958,0.0074126,-0.0074126,False
31385,TOI-270 b,TOI-270,TIC 259377017,Gaia DR2 4781196115469953024,1,3,0,Published Confirmed,0,3.36008,6.5e-05,-7e-05,0.0,0.0306,0.0033,-0.0057,0.0,1.247,0.08900000000000001,-0.083,0.0,0.111,0.008,-0.006999999999999999,0.0,,,,,,,,,0.0,,,0.0,528.0,56.0,-32.0,0.0,0.38,0.02,-0.02,0.0,0.4,0.02,-0.02,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.957393700000004,22.4793,0.01355,-0.01355,10.4981,0.0073581,-0.0073581,False
31394,TOI-3362 b,TOI-3362,TIC 464300749,Gaia DR2 5351820556994135296,1,1,0,TESS Project Candidate,0,18.0954753,6.62e-05,-6.62e-05,0.0,,,,,11.902000000000001,0.644,-0.644,0.0,,,,,,,,,,,,,,,,,643.0,,,,1.8,0.08,-0.08,0.0,,,,,3.99,0.63,-0.63,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m56.19s,155.9841428,-56d50m35.22s,-56.8431169,366.987,4.259,-4.164,10.3823,0.006,-0.006,False
31396,TOI-421 b,TOI-421,TIC 94986319,Gaia DR2 2984582227215748864,2,2,0,Published Confirmed,0,5.19672,0.00049,-0.00049,0.0,0.056,0.0018,-0.0018,0.0,2.68,0.19,-0.18,0.0,0.239,0.017,-0.016,0.0,7.17,0.66,-0.66,0.0,0.02256,0.0020800000000000003,-0.0020800000000000003,0.0,0.163,0.082,-0.071,0.0,981.0,16.0,-16.0,0.0,0.87,0.01,-0.01,0.0,0.85,0.03,-0.02,0.0,4.49,0.03,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.276740400000001,74.7969,0.2041,-0.2029,9.2711,0.006,-0.006,False
31399,TOI-431 b,TOI-431,TIC 31374837,Gaia DR2 2908664557091200768,1,3,0,Published Confirmed,0,0.490047,1e-05,-7e-06,0.0,0.0113,0.0002,-0.0003,0.0,1.28,0.04,-0.04,0.0,0.114,0.004,-0.004,0.0,3.07,0.35,-0.35,0.0,0.00966,0.0011,-0.0011,0.0,0.0,,,0.0,1862.0,42.0,-42.0,0.0,0.73,0.02,-0.02,0.0,0.78,0.07,-0.07,0.0,4.6,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.723869800000003,32.5686,0.0312,-0.0311,8.1705,0.006,-0.006,False
31404,TOI-4329 b,TOI-4329,TIC 256722647,Gaia DR2 2224458777730383616,1,1,0,Published Confirmed,0,2.9223,0.00015,-0.00015,0.0,,,,,16.813,2.13,-2.13,0.0,1.5,0.19,-0.19,0.0,143.02278,28.60456,-28.60456,0.0,0.45,0.09,-0.09,0.0,0.068,0.079,-0.079,0.0,,,,,2.31,0.03,-0.03,0.0,1.54,0.05,-0.05,0.0,3.9,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h58m15.34s,329.5639152,+71d07m53.78s,71.13160479999999,717.128,10.722,-10.416,11.8832,0.0394,-0.0394,False
31405,TOI-451 b,TOI-451,TIC 257605131,Gaia DR2 4844691297067063424,2,3,0,Published Confirmed,0,1.858703,2.5e-05,-3.5e-05,0.0,0.0283,0.0011,-0.0012,0.0,1.91,0.12,-0.12,0.0,0.17,0.011000000000000001,-0.011000000000000001,0.0,,,,,,,,,0.0,,,0.0,1491.0,23.0,-19.0,0.0,0.88,0.03,-0.03,0.0,0.95,0.02,-0.02,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.966384999999995,-37d56m23.03s,-37.93973,123.739,0.386,-0.384,10.2666,0.0061,-0.0061,False
31408,TOI-481 b,TOI-481,TIC 339672028,Gaia DR2 5486322710592888064,1,1,0,Published Confirmed,0,10.33111,2e-05,-2e-05,0.0,0.097,0.001,-0.001,0.0,11.097000000000001,0.11199999999999999,-0.11199999999999999,0.0,0.99,0.01,-0.01,0.0,486.2799,9.5349,-9.5349,0.0,1.53,0.03,-0.03,0.0,0.153,0.006,-0.007,0.0,1370.0,10.0,-10.0,0.0,1.66,0.02,-0.02,0.0,1.14,0.02,-0.01,0.0,4.06,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h22m03.04s,110.5126861,-57d23m05.99s,-57.384997999999996,179.366,1.018,-1.007,9.3935,0.006,-0.006,False
31411,TOI-500 b,TOI-500,TIC 134200185,Gaia DR2 5509620021956148736,1,4,0,Published Confirmed,0,0.548177,1.9e-05,-1.9e-05,0.0,0.011890000000000001,0.00041,-0.0004,0.0,1.166,0.061,-0.057999999999999996,0.0,0.10400000000000001,0.005,-0.005,0.0,1.42,0.18,-0.18,0.0,0.00447,0.00057,-0.00057,0.0,0.063,0.073,-0.044,0.0,1617.0,41.0,-41.0,0.0,0.68,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,4.62,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.55909799999999,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,9.4022,0.006,-0.006,False
31416,TOI-519 b,TOI-519,TIC 218795833,Gaia DR2 5707485527450614656,1,1,0,TESS Project Candidate,0,1.265245,2.5e-05,-2.5e-05,0.0,,,,,11.777000000000001,0.386,-0.386,0.0,,,,,,,,,,,,,,,,,691.0,,,,0.36,0.01,-0.01,0.0,,,,,5.0,0.53,-0.53,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.60675819999999,-19d39m46.05s,-19.6627918,115.557,0.937,-0.922,14.4347,0.007391199999999999,-0.007391199999999999,False
31418,TOI-530 b,TOI-530,TIC 387690507,Gaia DR2 3353218995355814656,1,1,0,TESS Project Candidate,0,6.38756766,1.405e-05,-1.405e-05,0.0,,,,,8.531,0.41600000000000004,-0.41600000000000004,0.0,,,,,,,,,,,,,,,,,496.0,,,,0.54,0.02,-0.02,0.0,,,,,4.78,0.35,-0.35,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.762,1.109,-1.093,13.5287,0.0075675,-0.0075675,False
31420,TOI-532 b,TOI-532,TIC 144700903,Gaia DR2 3340265717587057536,1,1,0,Published Confirmed,0,2.3266508,3e-06,-3e-06,0.0,0.0296,0.00035,-0.00035,0.0,5.82,0.19,-0.19,0.0,0.519,0.017,-0.017,0.0,61.5,9.7,-9.3,0.0,0.1935,0.03052,-0.02926,0.0,0.0,,,0.0,867.0,18.0,-18.0,0.0,0.61,0.01,-0.01,0.0,0.64,0.02,-0.02,0.0,4.67,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m19.21s,85.08005370000001,+11d33m45.49s,11.5626373,135.047,0.548,-0.548,12.6785,0.007452500000000001,-0.007452500000000001,False
31422,TOI-540 b,TOI-540,TIC 200322593,Gaia DR2 4785886941312921344,1,1,0,Published Confirmed,0,1.2391491,1.7e-06,-1.7e-06,0.0,0.01223,0.00036,-0.00036,0.0,0.903,0.052000000000000005,-0.052000000000000005,0.0,0.081,0.005,-0.005,0.0,,,,,,,,,0.0,,,0.0,611.0,23.0,-23.0,0.0,0.19,0.01,-0.01,0.0,0.16,0.01,-0.01,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m14.33s,76.3096949,-47d56m15.14s,-47.9375391,14.0022,0.0088,-0.0089,11.5045,0.0073176000000000005,-0.0073176000000000005,False
31425,TOI-544 b,TOI-544,TIC 50618703,Gaia DR2 3220926542276901888,1,1,0,Published Confirmed,0,1.548351,1.5e-06,-1.5e-06,0.0,0.0251,0.0019,-0.0019,0.0,2.03,0.1,-0.1,0.0,0.18100000000000002,0.009000000000000001,-0.009000000000000001,0.0,,,,,,,,,,,,,1082.0,47.0,-47.0,0.0,0.66,0.02,-0.02,0.0,0.85,0.2,-0.2,0.0,4.73,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h29m09.62s,82.29007159999999,-00d20m34.43s,-0.3428983,41.1166,0.0736,-0.0732,9.6504,0.006,-0.006,False
31426,TOI-558 b,TOI-558,TIC 207110080,Gaia DR2 4727755005637190016,1,1,0,TESS Project Candidate,0,14.57289854,0.000819,-0.000819,0.0,,,,,13.53,0.6679999999999999,-0.6679999999999999,0.0,,,,,,,,,,,,,,,,,1013.0,,,,1.76,0.07,-0.07,0.0,,,,,4.0,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.63,3.855,-3.784,10.9923,0.006,-0.006,False
31428,TOI-559 b,TOI-559,TIC 209459275,Gaia DR2 5057924844082070016,1,1,0,TESS Project Candidate,0,6.9839072,6.1e-06,-6.1e-06,0.0,,,,,12.24,0.563,-0.563,0.0,,,,,,,,,,,,,,,,,1249.0,,,,1.21,0.06,-0.06,0.0,,,,,4.31,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.266,1.542,-1.521,10.5704,0.006,-0.006,False
31430,TOI-561 b,TOI-561,TIC 377064495,Gaia DR2 3850421005290172416,1,5,0,TESS Project Candidate,0,0.446547,6.4e-05,-6.4e-05,0.0,,,,,1.554,1.5230000000000001,-1.5230000000000001,0.0,,,,,,,,,,,,,,,,,2104.0,,,,0.88,0.11,-0.11,0.0,,,,,4.53,0.29,-0.29,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.18515159999998,+06d12m57.97s,6.2161029999999995,85.799,0.4988,-0.4932,9.5273,0.006,-0.006,False
31440,TOI-564 b,TOI-564,TIC 1003831,Gaia DR2 5710154317045164416,1,1,0,TESS Project Candidate,0,1.651199,8.9e-05,-8.9e-05,0.0,,,,,9.363999999999999,4.704,-4.704,0.0,,,,,,,,,,,,,,,,,1574.0,,,,1.12,0.05,-0.05,0.0,,,,,4.47,0.58,-0.58,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.581,1.27,-1.253,10.6701,0.0061,-0.0061,False
31442,TOI-620 b,TOI-620,TIC 296739893,Gaia DR2 5738284016370287616,1,1,0,Published Confirmed,0,5.0988179,4.5e-06,-4.6e-06,0.0,0.04825,0.00065,-0.00066,0.0,3.76,0.15,-0.15,0.0,0.335,0.013000000000000001,-0.013000000000000001,0.0,,,,,,,,,0.22,0.28,-0.12,0.0,604.0,6.0,-5.0,0.0,0.55,0.02,-0.02,0.0,0.58,0.02,-0.02,0.0,4.72,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h28m41.63s,142.1734459,-12d10m01.79s,-12.1671652,33.0231,0.0586,-0.0583,10.2139,0.0073277,-0.0073277,False
31443,TOI-628 b,TOI-628,TIC 281408474,Gaia DR2 3126717023051258112,1,1,0,Published Confirmed,0,3.4095675,7e-06,-6.9e-06,0.0,0.0486,0.0008,-0.0009400000000000001,0.0,11.882,0.46,-0.381,0.0,1.06,0.040999999999999995,-0.034,0.0,2011.8639,92.1707,-98.5273,0.0,6.33,0.29,-0.31,0.0,0.072,0.021,-0.023,0.0,1586.0,52.0,-40.0,0.0,1.34,0.05,-0.04,0.0,1.31,0.07,-0.07,0.0,4.3,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m03.13s,99.2630608,+01d46m03.18s,1.7675497,178.68,3.04,-2.942,9.656460000000001,0.0066,-0.0066,False
31445,TOI-640 b,TOI-640,TIC 147977348,Gaia DR2 5580554052549277056,1,1,0,Published Confirmed,0,5.0037775,4.8e-06,-4.8e-06,0.0,0.06608,0.00098,-0.0011,0.0,19.851,0.6729999999999999,-0.628,0.0,1.771,0.06,-0.055999999999999994,0.0,279.6904,50.8528,-50.8528,0.0,0.88,0.16,-0.16,0.0,0.05,0.054,-0.035,0.0,1749.0,26.0,-30.0,0.0,2.08,0.06,-0.06,0.0,1.54,0.07,-0.08,0.0,3.99,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h38m56.30s,99.7345935,-36d38m46.07s,-36.64613,341.997,2.839,-2.794,10.0367,0.006,-0.006,False
31447,TOI-674 b,TOI-674,TIC 158588995,Gaia DR2 5400949450924312576,1,1,0,Published Confirmed,0,1.977143,3e-06,-3e-06,0.0,0.025,0.0008,-0.0008,0.0,5.25,0.17,-0.17,0.0,0.46799999999999997,0.015,-0.015,0.0,23.6,3.3,-3.3,0.0,0.07425,0.01038,-0.01038,0.0,0.0,,,0.0,635.0,15.0,-15.0,0.0,0.42,0.01,-0.01,0.0,0.42,0.01,-0.01,0.0,4.81,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m20.77s,164.58655919999998,-36d51m29.19s,-36.8581092,46.0851,0.1159,-0.1153,11.8764,0.007285600000000001,-0.007285600000000001,False
31449,TOI-677 b,TOI-677,TIC 280206394,Gaia DR2 5313031504751276032,1,1,0,Published Confirmed,0,11.236697,7.7e-05,-7.8e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,0.03,-0.03,0.0,1.18,0.06,-0.06,0.0,4.29,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m28.65s,144.1193594,-50d27m47.14s,-50.4630933,141.812,0.622,-0.617,9.271401,0.006,-0.006,False
31452,TOI-700 b,TOI-700,TIC 150428135,Gaia DR2 5284517766615492736,1,3,0,TESS Project Candidate,0,16.051208,6e-05,-6e-05,0.0,,,,,2.202,0.168,-0.168,0.0,,,,,,,,,,,,,,,,,298.0,,,,0.42,0.01,-0.01,0.0,,,,,4.44,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.09571650000001,-65d34m43.01s,-65.57861489999999,31.1265,0.0206,-0.0206,10.9102,0.007423399999999999,-0.007423399999999999,False
31461,TOI-763 b,TOI-763,TIC 178819686,Gaia DR2 6140553127216043648,1,2,0,Published Confirmed,0,5.6057,0.0013,-0.0013,0.0,0.06,0.0006,-0.0006,0.0,2.28,0.11,-0.11,0.0,0.203,0.01,-0.01,0.0,9.79,0.78,-0.78,0.0,0.0308,0.00245,-0.00245,0.0,0.04,0.04,-0.03,0.0,1038.0,16.0,-16.0,0.0,0.9,0.01,-0.01,0.0,0.92,0.03,-0.03,0.0,4.45,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m52.34s,194.468098,-39d45m29.02s,-39.758061299999994,95.1274,0.4536,-0.4495,9.5275,0.006,-0.006,False
31465,TOI-776 b,TOI-776,TIC 306996324,Gaia DR2 3460438662009633408,1,2,0,TESS Project Candidate,0,8.243393,0.001963,-0.001963,0.0,,,,,1.787,1.382,-1.382,0.0,,,,,,,,,,,,,,,,,479.0,,,,0.55,0.08,-0.08,0.0,,,,,4.74,0.34,-0.34,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m18.72s,178.577997,-37d33m12.08s,-37.553356799999996,27.1701,0.03205,-0.03205,9.73597,0.0073152,-0.0073152,False
31469,TOI-813 b,TOI-813,TIC 55525572,Gaia DR2 4665704096987467776,1,1,0,Published Confirmed,0,83.8911,0.0027,-0.0031,0.0,0.423,0.031,-0.037,0.0,6.71,0.38,-0.38,0.0,0.599,0.034,-0.034,0.0,,,,,,,,,0.0,,,0.0,610.0,28.0,-21.0,0.0,1.94,0.1,-0.1,0.0,1.32,0.06,-0.06,0.0,3.86,0.14,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h50m46.56s,72.69401020000001,-60d54m19.66s,-60.9054608,263.145,1.578,-1.56,9.8467,0.006,-0.006,False
31471,TOI-824 b,TOI-824,TIC 193641523,Gaia DR2 5880886001621564928,1,1,0,Published Confirmed,0,1.39298,1.4e-05,-1.4e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.03,-0.03,0.0,0.71,0.03,-0.03,0.0,4.61,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h48m39.71s,222.1654705,-57d35m19.92s,-57.588866599999996,63.9262,0.1435,-0.1428,10.0732,0.006,-0.006,False
31474,TOI-833 b,TOI-833,TIC 362249359,Gaia DR2 5250780970316845696,1,1,0,Published Confirmed,0,1.0418777,3.24e-05,-3.24e-05,0.0,0.0171,0.0003,-0.0003,0.0,1.27,0.07,-0.07,0.0,0.113,0.006,-0.006,0.0,,,,,,,,,,,,,1118.0,49.0,-49.0,0.0,0.6,0.02,-0.02,0.0,0.61,0.03,-0.03,0.0,4.67,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h42m34.91s,145.64547199999998,-62d28m33.19s,-62.475885700000006,41.7148,0.0418,-0.0418,10.1461,0.0072578,-0.0072578,False
31475,TOI-837 b,TOI-837,TIC 460205581,Gaia DR2 5251470948229949568,1,1,0,Published Confirmed,0,8.3248762,1.57e-05,-1.57e-05,0.0,,,,,8.631,1.0090000000000001,-1.0090000000000001,0.0,0.77,0.09,-0.09,0.0,,,,,,,,,0.0,,,0.0,,,,,1.02,0.08,-0.08,0.0,1.12,0.06,-0.06,0.0,4.47,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m08.95s,157.03728059999997,-64d30m18.76s,-64.5052107,142.488,0.461,-0.458,9.9322,0.006,-0.006,False
31478,TOI-849 b,TOI-849,TIC 33595516,Gaia DR2 5023809953208388352,1,1,0,TESS Project Candidate,0,0.76566,0.00015,-0.00015,0.0,,,,,3.5410000000000004,0.24600000000000002,-0.24600000000000002,0.0,,,,,,,,,,,,,,,,,1932.0,,,,0.92,0.05,-0.05,0.0,,,,,4.47,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h54m51.79s,28.7157956,-29d25m18.15s,-29.421708600000002,225.734,1.569,-1.547,11.5485,0.0061,-0.0061,False
31480,TOI-892 b,TOI-892,TIC 66561343,Gaia DR2 3010759262610139776,1,1,0,Published Confirmed,0,10.626562,6.6e-05,-6.3e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,0.02,-0.02,0.0,1.28,0.03,-0.02,0.0,4.26,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m57.17s,86.738228,-11d14m07.22s,-11.2353401,340.543,4.894,-4.76,10.9739,0.0303,-0.0303,False
31483,TOI-905 b,TOI-905,TIC 261867566,Gaia DR2 5795534040654879744,1,1,0,Published Confirmed,0,3.739493,3.3e-05,-3.4e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.04,-0.04,0.0,0.97,0.06,-0.07,0.0,4.5,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m38.08s,227.65867540000002,-71d21m41.87s,-71.3616316,158.649,0.725,-0.718,10.5721,0.006,-0.006,False
31486,TOI-942 b,TOI-942,TIC 146520535,Gaia DR2 2974906868489280768,3,2,0,TESS Project Candidate,0,4.32765,0.00173,-0.00173,0.0,,,,,3.52,0.273,-0.273,0.0,,,,,,,,,,,,,,,,,1120.0,,,,0.91,0.06,-0.06,0.0,,,,,4.43,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h06m35.91s,76.64961720000001,-20d14m44.21s,-20.2456126,152.601,0.695,-0.689,11.0462,0.0066,-0.0066,False
31491,TOI-954 b,TOI-954,TIC 44792534,Gaia DR2 4890874702443960832,1,1,0,TESS Project Candidate,0,3.68497,1e-05,-1e-05,0.0,,,,,9.055,0.47600000000000003,-0.47600000000000003,0.0,,,,,,,,,,,,,,,,,1659.0,,,,1.93,0.1,-0.1,0.0,,,,,3.88,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h07m45.85s,61.941058700000006,-25d12m31.69s,-25.2088028,238.768,1.905,-1.875,9.77919,0.006,-0.006,False
